,Highest educational level,Used a method at last sexual intercourse,Wife justified asking husband to use condom if he has STI,Drugs to avoid HIV transmission to baby during pregnancy,Total lifetime number of sex partners,Heard of ARVs to treat HIV,Respondent can refuse sex,Respondent can ask partner to use a condom,Knowledge and use of HIV test kits,Perception Mean
10514,2,1,1,1,1,1,1,1,0,0.875
10515,2,1,0,0,1,1,1,1,0,0.625
10516,2,1,0,0,1,0,1,1,0,0.5
10517,2,1,1,0,1,0,1,1,0,0.625
10518,2,0,1,0,1,0,0,0,0,0.25
10519,3,1,1,1,1,0,1,1,0,0.75
10520,2,0,1,1,1,0,1,0,0,0.5
10521,2,1,1,0,1,0,1,0,0,0.5
10522,2,1,1,1,1,1,1,0,0,0.75
10523,2,1,1,0,1,0,1,0,0,0.5
10524,2,1,1,0,1,1,1,0,0,0.625
10525,2,1,1,0,1,0,1,0,0,0.5
10526,1,1,1,1,1,1,1,0,0,0.75
10527,2,0,1,1,1,1,1,0,0,0.625
10528,3,1,1,0,1,0,1,0,0,0.5
10529,2,1,1,0,1,0,1,1,0,0.625
10530,3,0,1,1,1,1,1,0,0,0.625
10531,3,0,1,0,1,0,1,0,0,0.375
10532,2,1,1,0,1,0,1,0,0,0.5
10533,2,1,1,0,1,1,1,1,0,0.75
10534,2,1,1,1,1,0,1,0,1,0.75
10535,3,1,1,1,1,1,1,0,0,0.75
10536,3,1,1,1,1,0,1,1,0,0.75
10537,2,1,1,0,1,0,1,0,0,0.5
10538,2,0,1,0,1,0,1,1,0,0.5
10539,3,1,1,0,1,0,1,1,1,0.75
10540,3,0,1,0,1,0,1,1,0,0.5
10541,2,1,1,1,1,0,1,1,0,0.75
10542,3,1,1,1,1,1,1,1,0,0.875
10543,2,1,1,0,1,1,1,0,1,0.75
10544,2,1,1,0,1,1,1,0,0,0.625
10545,3,0,1,0,1,0,0,1,0,0.375
10546,2,0,1,1,1,0,1,0,0,0.5
10547,3,0,1,0,1,0,1,1,0,0.5
10548,3,0,1,0,1,0,1,1,0,0.5
10549,2,1,1,0,1,0,1,1,0,0.625
10550,3,0,1,0,1,0,1,0,0,0.375
10551,3,0,1,1,1,0,1,1,0,0.625
10552,1,1,1,0,1,0,1,1,0,0.625
10553,2,1,0,0,1,0,1,1,0,0.5
10554,2,1,1,0,1,0,1,0,1,0.625
10555,1,1,0,0,1,0,1,1,0,0.5
10556,2,1,0,0,1,0,1,1,0,0.5
10557,2,1,1,0,1,0,1,1,1,0.75
10558,3,1,1,0,1,0,1,1,1,0.75
10559,1,1,0,0,1,0,0,0,0,0.25
10560,2,0,1,0,1,1,1,1,0,0.625
10561,2,1,1,0,1,0,1,0,0,0.5
10562,2,1,1,0,1,0,1,1,0,0.625
10563,3,0,1,1,1,0,1,1,0,0.625
10564,2,1,0,0,1,0,0,1,0,0.375
10565,3,0,0,0,1,0,1,0,0,0.25
10566,2,1,0,0,1,0,1,0,0,0.375
10567,3,1,1,0,1,1,0,1,0,0.625
10568,1,0,0,0,1,0,1,1,0,0.375
10569,2,0,0,0,1,0,1,0,0,0.25
10570,2,0,0,0,1,0,1,0,0,0.25
10571,1,0,0,0,1,0,1,1,0,0.375
10572,2,0,1,1,1,0,1,1,0,0.625
10573,2,1,1,1,1,0,1,1,0,0.75
10574,2,0,1,0,1,0,1,1,0,0.5
10575,3,1,1,1,1,1,1,1,1,1.0
10576,3,1,1,1,1,1,1,1,0,0.875
10577,3,1,0,0,1,0,1,1,0,0.5
10578,2,1,1,0,1,0,1,0,0,0.5
10579,2,0,1,0,1,0,0,1,0,0.375
10580,3,0,0,0,1,0,0,0,0,0.125
10581,3,0,1,0,1,0,1,1,0,0.5
10582,3,0,0,0,95,0,0,0,0,11.875
10583,1,0,0,1,1,0,0,0,0,0.25
10584,2,1,1,0,1,0,0,0,0,0.375
10585,2,1,1,1,1,0,1,1,0,0.75
10586,1,0,1,1,1,0,1,1,0,0.625
10587,1,0,1,1,1,0,1,1,0,0.625
10588,2,0,1,0,1,0,1,1,0,0.5
10589,2,1,1,1,1,0,1,1,0,0.75
10590,3,0,1,1,1,0,1,1,0,0.625
10591,2,1,1,0,1,0,1,1,0,0.625
10592,2,1,1,0,1,0,1,1,0,0.625
10593,2,1,0,0,1,0,1,1,0,0.5
10594,2,1,1,0,1,1,1,1,0,0.75
10595,2,1,0,0,1,1,1,1,0,0.625
10596,2,0,1,0,1,0,1,1,0,0.5
10597,2,0,1,0,1,0,1,0,0,0.375
10598,2,1,1,0,1,0,0,1,0,0.5
10599,2,1,1,0,1,0,1,0,0,0.5
10600,2,0,1,0,1,0,1,0,0,0.375
10601,2,1,1,0,1,0,1,0,0,0.5
10602,2,1,0,0,1,0,1,1,0,0.5
10603,2,1,0,0,1,0,0,0,0,0.25
10604,2,1,1,0,1,0,1,0,0,0.5
10605,2,1,1,0,1,0,1,0,0,0.5
10606,2,1,1,0,1,0,1,1,0,0.625
10607,2,0,1,0,1,0,1,0,0,0.375
10608,2,0,1,1,1,1,1,1,1,0.875
10609,2,0,1,1,1,1,1,1,1,0.875
10610,2,0,0,1,1,1,1,1,0,0.625
10611,2,1,1,0,1,1,1,1,0,0.75
10612,2,1,1,0,1,0,1,1,0,0.625
10613,3,1,1,0,1,0,1,1,0,0.625
10614,2,0,1,1,1,1,1,1,0,0.75
10615,2,1,1,1,1,1,1,1,0,0.875
10616,1,0,1,0,1,0,1,1,0,0.5
10617,1,1,1,0,1,1,1,1,0,0.75
10618,1,1,1,0,1,0,1,0,0,0.5
10619,2,0,1,0,1,0,1,1,0,0.5
10620,3,1,1,0,1,0,1,0,0,0.5
10621,3,1,0,0,1,0,1,0,0,0.375
10622,3,1,1,1,1,1,1,1,0,0.875
10623,2,0,1,1,1,0,1,1,0,0.625
10624,2,1,1,1,1,1,1,1,0,0.875
10625,2,1,1,1,1,0,1,1,0,0.75
10626,2,1,1,1,1,0,1,1,0,0.75
10627,3,1,1,0,1,0,1,1,0,0.625
10628,3,0,1,1,1,1,1,1,1,0.875
10629,2,0,1,1,1,1,1,1,0,0.75
10630,3,1,1,1,1,1,1,1,0,0.875
10631,1,1,1,0,1,0,1,1,0,0.625
10632,1,1,1,0,1,0,1,1,0,0.625
10633,2,1,1,1,1,0,1,1,0,0.75
10634,2,1,0,0,1,0,1,1,0,0.5
10635,3,1,0,0,1,0,1,1,0,0.5
10636,1,1,1,0,1,1,1,1,0,0.75
10637,2,0,1,0,1,1,1,1,0,0.625
10638,3,1,0,0,4,0,0,1,0,0.75
10639,2,1,1,0,1,0,1,1,0,0.625
10640,2,1,0,0,1,0,1,1,0,0.5
10641,2,0,0,0,1,1,1,0,0,0.375
10642,2,0,0,0,1,0,0,0,0,0.125
10643,2,0,1,1,1,1,1,1,1,0.875
10644,3,0,1,1,1,1,1,1,0,0.75
10645,3,1,0,0,1,1,1,1,0,0.625
10646,2,1,0,0,1,0,1,0,1,0.5
10647,2,0,1,1,1,1,1,1,1,0.875
10648,2,0,1,0,1,0,1,1,0,0.5
10649,1,1,0,0,1,0,1,1,0,0.5
10650,2,1,1,0,1,0,1,1,0,0.625
10651,3,1,1,1,1,0,1,0,0,0.625
10652,2,1,1,1,1,1,1,1,0,0.875
10653,3,1,1,0,1,0,0,0,0,0.375
10654,2,1,1,0,1,0,1,0,0,0.5
10655,2,0,1,1,1,0,1,1,0,0.625
10656,2,1,1,1,1,0,1,1,0,0.75
10657,3,1,1,1,1,0,1,1,0,0.75
10658,1,1,1,0,1,1,1,0,0,0.625
10659,3,1,1,0,1,0,1,1,0,0.625
10660,2,1,1,0,1,0,1,0,0,0.5
10661,2,1,0,0,1,0,0,0,0,0.25
10662,2,1,0,0,1,0,0,1,0,0.375
10663,2,1,0,0,1,0,1,1,0,0.5
10664,2,0,0,0,1,0,1,0,0,0.25
10665,2,1,0,0,1,0,0,0,0,0.25
10666,2,1,0,0,1,0,1,1,0,0.5
10667,3,0,1,1,1,1,1,1,1,0.875
10668,2,0,1,1,1,1,1,1,0,0.75
10669,2,1,1,1,1,0,1,1,1,0.875
10670,2,0,1,0,1,0,1,1,0,0.5
10671,3,0,0,0,1,0,1,0,0,0.25
10672,2,0,0,0,1,1,1,0,0,0.375
10673,2,1,1,1,1,0,1,1,0,0.75
10674,2,1,1,1,1,0,1,1,0,0.75
10675,2,1,1,1,1,0,1,1,1,0.875
10676,2,1,0,0,1,0,1,1,0,0.5
10677,2,1,1,1,1,0,1,1,0,0.75
10678,2,0,1,0,1,1,1,1,0,0.625
10679,2,1,1,1,1,0,1,1,0,0.75
10680,3,1,1,1,1,1,1,1,0,0.875
10681,2,1,1,1,1,0,1,1,0,0.75
10682,2,1,1,1,1,0,1,1,0,0.75
10683,2,0,1,0,1,0,1,1,0,0.5
10684,2,0,1,1,1,0,1,1,0,0.625
10685,2,1,0,0,1,0,0,0,0,0.25
10686,2,0,1,1,1,0,1,1,0,0.625
10687,2,1,1,1,1,1,1,0,0,0.75
10688,2,1,0,1,1,0,1,1,0,0.625
10689,3,0,1,0,1,1,0,1,0,0.5
10690,2,0,0,0,1,0,1,1,0,0.375
10691,2,0,1,0,1,0,1,1,0,0.5
10692,2,0,0,0,1,0,1,1,0,0.375
10693,2,0,0,1,1,0,1,0,0,0.375
10694,2,0,1,1,1,1,1,1,0,0.75
10695,1,1,0,1,1,1,1,0,0,0.625
10696,2,1,1,0,1,0,1,1,0,0.625
10697,3,1,1,0,1,0,1,1,0,0.625
10698,3,1,1,0,1,0,1,1,0,0.625
10699,2,1,1,1,1,1,1,1,0,0.875
10700,2,1,1,0,1,1,1,1,0,0.75
10701,3,0,1,1,1,1,1,1,0,0.75
10702,1,1,1,0,1,0,1,1,0,0.625
10703,1,0,0,1,1,1,1,1,0,0.625
10704,2,1,1,0,1,1,1,1,0,0.75
10705,3,1,0,0,1,1,1,1,0,0.625
10706,3,0,1,0,1,1,1,1,0,0.625
10707,3,1,1,1,1,1,1,1,0,0.875
10708,2,1,1,0,1,0,1,0,0,0.5
10709,1,1,1,0,1,0,0,0,0,0.375
10710,2,1,0,0,1,0,1,0,0,0.375
10711,2,1,1,0,1,0,1,1,0,0.625
10712,2,1,0,0,1,0,1,1,0,0.5
10713,1,1,1,0,1,0,1,0,0,0.5
10714,1,1,1,0,1,1,1,0,0,0.625
10715,1,1,1,0,1,1,1,0,0,0.625
10716,2,0,1,1,1,1,1,0,0,0.625
10717,2,1,1,0,1,1,1,0,0,0.625
10718,2,1,1,0,1,0,1,0,0,0.5
10719,2,1,1,0,1,1,1,1,0,0.75
10720,2,1,1,0,1,0,1,0,0,0.5
10721,2,1,1,1,1,1,1,1,1,1.0
10722,2,1,1,1,1,0,1,0,0,0.625
10723,1,1,1,0,1,0,1,0,0,0.5
10724,2,0,1,1,1,0,1,0,0,0.5
10725,1,1,1,0,1,1,1,1,0,0.75
10726,1,0,1,0,1,0,1,1,0,0.5
10727,2,1,1,1,1,0,1,1,0,0.75
10728,2,0,1,1,1,0,1,1,0,0.625
10729,2,1,1,1,1,0,1,0,0,0.625
10730,2,0,1,0,1,0,1,1,0,0.5
10731,3,0,0,1,1,0,1,1,0,0.5
10732,1,1,0,1,1,0,0,0,0,0.375
10733,2,0,1,0,1,0,1,1,0,0.5
10734,1,0,1,1,1,1,1,1,0,0.75
10735,3,0,1,1,1,1,1,1,1,0.875
10736,3,1,1,0,1,1,1,1,0,0.75
10737,2,0,1,1,1,1,1,1,0,0.75
10738,2,0,1,1,1,0,1,1,0,0.625
10739,1,1,1,1,1,0,1,1,0,0.75
10740,2,1,1,1,1,1,1,1,0,0.875
10741,3,1,1,1,1,0,1,1,1,0.875
10742,2,1,1,0,1,0,1,1,0,0.625
10743,2,0,1,0,1,0,1,1,0,0.5
10744,2,1,1,0,1,0,1,1,0,0.625
10745,2,1,1,1,1,0,1,1,0,0.75
10746,2,1,1,0,1,0,1,1,0,0.625
10747,1,1,1,0,1,1,1,1,0,0.75
10748,1,0,1,0,1,0,1,1,0,0.5
10749,2,0,1,1,1,0,1,1,0,0.625
10750,1,0,1,1,1,0,1,1,0,0.625
10751,1,1,1,0,1,0,1,1,0,0.625
10752,1,0,1,1,1,0,1,1,0,0.625
10753,1,0,1,1,1,0,1,0,0,0.5
10754,1,0,1,1,1,0,1,1,0,0.625
10755,3,0,1,0,1,0,1,1,0,0.5
10756,2,0,1,1,1,0,1,1,0,0.625
10757,2,0,1,1,1,0,1,1,0,0.625
10758,1,0,1,1,1,1,1,0,1,0.75
10759,2,0,1,1,1,1,1,1,0,0.75
10760,1,0,1,0,1,0,1,1,0,0.5
10761,2,1,1,1,1,1,1,0,1,0.875
10762,2,0,1,1,1,0,1,1,0,0.625
10763,3,0,1,1,1,0,1,0,0,0.5
10764,2,0,1,0,1,0,1,0,0,0.375
10765,3,1,1,1,1,0,1,1,0,0.75
10766,3,1,1,0,1,0,1,1,1,0.75
10767,2,0,1,1,1,0,1,0,0,0.5
10768,2,0,0,1,1,0,1,0,0,0.375
10769,3,1,1,1,1,0,1,1,0,0.75
10770,2,1,1,1,1,0,1,1,0,0.75
10771,2,1,0,0,1,0,0,0,0,0.25
10772,2,1,1,1,1,1,1,0,1,0.875
10773,3,0,1,1,1,0,1,1,0,0.625
10774,3,1,1,1,1,0,1,0,0,0.625
10775,2,1,1,1,1,1,1,1,1,1.0
10776,1,1,1,1,1,1,1,1,0,0.875
10777,2,1,1,1,1,0,1,1,0,0.75
10778,2,1,1,1,1,0,1,0,0,0.625
10779,2,1,0,0,1,0,1,1,0,0.5
10780,3,1,0,1,1,1,1,1,0,0.75
10781,2,0,1,1,1,0,1,1,0,0.625
10782,2,1,1,1,1,0,1,1,0,0.75
10783,3,1,1,1,1,1,1,1,0,0.875
10784,3,1,1,1,1,0,1,0,1,0.75
10785,3,0,1,0,1,0,1,0,0,0.375
10786,2,1,0,1,1,0,1,0,0,0.5
10787,2,1,0,0,1,1,0,0,0,0.375
10788,2,1,1,1,1,0,1,1,0,0.75
10789,2,1,1,1,1,0,1,1,0,0.75
10790,1,0,1,1,1,1,1,1,0,0.75
10791,2,1,1,1,1,0,1,1,0,0.75
10792,2,1,1,1,1,0,1,1,0,0.75
10793,2,1,1,0,1,0,1,1,0,0.625
10794,2,1,1,0,1,0,1,1,0,0.625
10795,2,1,1,1,1,0,1,1,0,0.75
10796,2,0,1,0,1,0,1,1,0,0.5
10797,1,1,1,1,1,0,1,1,0,0.75
10798,2,1,1,1,1,0,1,1,0,0.75
10799,2,1,1,1,1,1,1,1,0,0.875
10800,2,0,1,1,1,0,1,1,0,0.625
10801,2,1,1,1,1,1,1,1,0,0.875
10802,3,1,1,0,1,0,1,1,0,0.625
10803,2,0,1,0,1,1,1,1,0,0.625
10804,2,0,1,0,1,0,1,1,0,0.5
10805,1,1,1,1,1,0,1,1,1,0.875
10806,2,1,0,0,1,0,1,0,0,0.375
10807,1,1,0,0,1,0,0,0,0,0.25
10808,2,1,1,1,1,1,1,0,0,0.75
10809,1,1,1,1,1,0,1,1,0,0.75
10810,1,1,0,1,1,0,0,0,0,0.375
10811,2,1,1,1,1,1,1,1,0,0.875
10812,1,1,1,1,1,0,1,1,0,0.75
10813,2,1,0,1,1,0,0,0,0,0.375
10814,3,1,0,1,1,1,1,0,1,0.75
10815,2,0,1,1,1,1,1,1,0,0.75
10816,1,0,1,0,1,0,1,1,0,0.5
10817,1,1,1,1,1,0,1,1,0,0.75
10818,3,1,1,0,1,0,1,1,0,0.625
10819,3,0,1,0,1,0,1,1,0,0.5
10820,2,1,1,0,1,0,1,1,0,0.625
10821,2,0,0,0,1,0,1,0,0,0.25
10822,2,1,1,0,1,0,1,1,0,0.625
10823,2,1,1,1,1,0,1,0,0,0.625
10824,2,0,1,0,1,1,1,0,0,0.5
10825,1,1,0,0,1,0,1,0,0,0.375
10826,2,1,1,0,1,0,1,1,0,0.625
10827,3,1,1,1,1,1,1,1,0,0.875
10828,2,0,0,1,1,1,1,1,0,0.625
10829,2,0,0,1,1,1,1,0,0,0.5
10830,3,0,1,0,1,0,1,0,0,0.375
10831,3,0,1,1,1,0,1,1,1,0.75
10832,3,1,1,1,1,0,1,1,0,0.75
10833,3,1,1,1,1,0,1,1,0,0.75
10834,3,1,1,0,1,0,1,0,0,0.5
10835,3,0,1,0,1,0,1,1,0,0.5
10836,2,1,1,0,1,0,1,1,0,0.625
10837,1,0,1,0,1,0,1,1,0,0.5
10838,2,0,1,0,1,0,1,1,0,0.5
10839,2,1,1,1,1,0,1,1,0,0.75
10840,1,0,1,0,1,1,1,1,0,0.625
10841,1,0,1,0,1,0,1,1,0,0.5
10842,2,0,1,1,1,1,1,1,0,0.75
10843,2,0,1,1,1,1,1,1,1,0.875
10844,1,0,1,0,1,0,1,1,0,0.5
10845,1,1,1,1,1,0,1,1,0,0.75
10846,2,1,1,1,1,0,1,1,0,0.75
10847,2,0,1,0,1,0,1,1,0,0.5
10848,1,1,1,0,1,0,1,1,0,0.625
10849,2,0,1,1,1,0,1,1,0,0.625
10850,1,1,1,1,1,0,1,1,0,0.75
10851,2,1,1,1,1,0,1,1,0,0.75
10852,2,1,1,1,1,0,1,1,1,0.875
10853,2,1,1,0,1,0,1,0,0,0.5
10854,2,1,1,1,1,1,1,0,0,0.75
10855,3,1,1,1,1,0,1,1,0,0.75
10856,1,1,1,1,1,1,1,1,1,1.0
10857,2,1,1,1,1,0,1,1,0,0.75
10858,2,1,1,1,1,1,1,1,0,0.875
10859,2,1,1,1,1,0,1,1,0,0.75
10860,1,1,1,1,1,1,1,1,0,0.875
10861,3,1,1,1,1,1,1,0,0,0.75
10862,2,0,1,0,1,0,0,0,0,0.25
10863,2,1,1,1,1,0,1,1,0,0.75
10864,1,1,1,0,1,0,1,0,0,0.5
10865,3,1,1,1,1,1,1,1,0,0.875
10866,2,1,1,1,1,0,1,0,1,0.75
10867,2,1,1,0,1,0,1,0,0,0.5
10868,3,1,1,0,1,0,1,0,1,0.625
10869,3,1,1,1,1,0,1,1,0,0.75
10870,3,1,1,1,1,0,1,1,0,0.75
10871,3,1,1,1,1,1,1,1,1,1.0
10872,3,1,1,1,1,1,1,0,0,0.75
10873,3,0,0,1,1,0,0,0,0,0.25
10874,2,1,1,1,1,0,1,1,0,0.75
10875,2,1,1,1,1,0,1,1,0,0.75
10876,2,1,1,1,1,0,1,1,0,0.75
10877,2,0,1,0,1,0,1,1,0,0.5
10878,2,1,1,0,1,0,1,1,0,0.625
10879,1,0,0,1,1,1,0,0,0,0.375
10880,1,0,0,0,1,1,1,0,0,0.375
10881,1,0,0,1,1,1,1,0,0,0.5
10882,1,1,0,1,1,1,1,0,1,0.75
10883,1,1,1,1,1,0,1,1,0,0.75
10884,1,1,1,0,1,0,1,1,0,0.625
10885,2,1,1,1,1,0,1,0,0,0.625
10886,3,0,1,1,1,1,1,1,1,0.875
10887,2,1,1,1,1,0,1,1,0,0.75
10888,3,0,1,0,1,0,1,1,0,0.5
10889,2,1,1,1,1,0,1,1,0,0.75
10890,3,0,1,1,1,0,0,0,0,0.375
10891,2,1,1,0,1,0,1,0,0,0.5
10892,3,1,1,0,1,0,1,0,0,0.5
10893,3,0,1,1,1,1,1,1,1,0.875
10894,3,0,1,1,1,0,1,1,0,0.625
10895,3,0,1,1,1,1,1,1,0,0.75
10896,2,1,0,0,1,1,0,1,1,0.625
10897,2,1,1,1,1,0,1,1,1,0.875
10898,2,0,0,1,4,1,0,0,0,0.75
10899,3,0,1,1,1,0,1,1,0,0.625
10900,3,1,0,1,1,0,1,1,0,0.625
10901,3,0,1,0,1,0,1,1,0,0.5
10902,3,1,1,0,1,0,1,0,1,0.625
10903,3,1,1,0,1,0,1,0,1,0.625
10904,3,0,1,1,1,0,1,1,1,0.75
10905,2,1,1,1,1,1,1,1,0,0.875
10906,2,1,1,1,1,1,1,1,0,0.875
10907,1,1,1,1,1,1,1,1,0,0.875
10908,3,1,1,1,1,0,1,1,1,0.875
10909,2,1,1,0,1,0,1,1,0,0.625
10910,3,1,1,1,1,1,1,1,0,0.875
10911,3,1,1,1,1,1,1,1,1,1.0
10912,2,1,0,1,1,1,1,0,1,0.75
10913,2,1,1,1,1,1,1,1,0,0.875
10914,2,1,1,1,1,1,1,1,0,0.875
10915,3,0,1,1,1,0,1,1,0,0.625
10916,3,1,1,1,1,1,1,1,0,0.875
10917,3,0,1,0,1,1,1,0,0,0.5
10918,3,0,0,0,1,0,1,1,0,0.375
10919,3,1,1,1,1,0,1,0,1,0.75
10920,1,1,1,0,1,0,1,0,0,0.5
10921,1,0,0,1,1,0,1,0,0,0.375
10922,2,1,1,0,1,1,1,0,0,0.625
10923,2,1,1,0,1,0,1,0,0,0.5
10924,3,1,1,1,1,0,1,1,0,0.75
10925,2,1,1,1,1,0,1,1,0,0.75
10926,2,0,1,1,4,1,1,1,0,1.125
10927,3,1,1,1,1,0,1,1,1,0.875
10928,3,0,1,0,1,1,1,0,1,0.625
10929,3,0,1,1,1,0,1,0,0,0.5
10930,3,1,1,0,1,1,1,1,1,0.875
10931,3,0,1,1,1,1,1,0,0,0.625
10932,3,1,1,1,1,0,1,1,0,0.75
10933,3,0,1,1,1,0,1,1,0,0.625
10934,2,1,1,1,1,0,1,1,0,0.75
10935,1,1,1,1,1,1,0,0,0,0.625
10936,3,0,1,1,4,1,1,1,0,1.125
10937,2,1,1,1,1,1,1,1,0,0.875
10938,3,0,1,1,1,1,1,1,0,0.75
10939,2,0,1,1,1,0,1,1,1,0.75
10940,2,1,1,1,1,1,1,1,1,1.0
10941,2,1,1,1,1,1,1,1,0,0.875
10942,1,1,1,1,1,1,1,1,0,0.875
10943,1,1,1,1,1,0,1,1,0,0.75
10944,2,1,1,1,1,0,1,1,1,0.875
10945,3,0,1,1,1,0,1,1,0,0.625
10946,3,0,1,0,1,0,1,1,0,0.5
10947,3,0,1,0,10,0,1,1,0,1.625
10948,3,1,1,1,1,0,1,1,0,0.75
10949,3,1,1,1,1,1,1,1,0,0.875
10950,2,1,1,1,1,1,1,1,0,0.875
10951,2,1,1,1,4,1,1,1,1,1.375
10952,3,0,1,1,1,1,1,1,1,0.875
10953,3,0,1,1,1,0,1,1,0,0.625
10954,2,1,1,1,1,0,1,1,0,0.75
10955,2,0,1,1,4,0,1,1,0,1.0
10956,2,1,1,0,1,0,1,1,0,0.625
10957,2,0,1,0,1,0,1,1,0,0.5
10958,2,0,1,0,1,0,1,1,0,0.5
10959,1,1,1,0,1,0,1,1,0,0.625
10960,3,1,1,0,1,0,1,1,0,0.625
10961,2,1,1,0,1,0,1,1,0,0.625
10962,3,0,1,0,1,1,1,1,0,0.625
10963,3,0,0,1,1,0,1,1,0,0.5
10964,2,0,1,0,1,0,1,1,0,0.5
10965,3,0,1,0,1,0,1,1,0,0.5
10966,3,0,1,0,1,0,1,1,0,0.5
10967,1,0,0,0,1,0,1,0,0,0.25
10968,1,0,1,1,1,0,1,1,0,0.625
10969,3,0,1,0,1,1,1,1,0,0.625
10970,3,0,1,0,1,1,1,1,0,0.625
10971,3,0,1,1,1,1,1,1,0,0.75
10972,2,0,1,1,1,1,1,1,0,0.75
10973,2,1,1,0,1,0,1,1,0,0.625
10974,1,0,1,0,1,1,1,1,0,0.625
10975,2,0,1,0,1,0,1,1,0,0.5
10976,3,1,1,0,1,0,1,1,0,0.625
10977,2,1,1,0,1,0,1,0,0,0.5
10978,2,0,1,1,1,0,1,1,0,0.625
10979,1,0,1,1,1,1,1,1,0,0.75
10980,2,1,1,0,1,0,1,0,0,0.5
10981,1,1,1,0,1,1,1,0,0,0.625
10982,3,0,1,1,5,0,0,0,0,0.875
10983,3,0,1,0,1,0,1,1,0,0.5
10984,2,1,1,0,1,0,1,1,0,0.625
10985,2,1,1,0,1,1,1,0,0,0.625
10986,2,1,0,0,1,0,1,0,0,0.375
10987,2,1,1,1,1,0,1,1,0,0.75
10988,1,1,1,0,1,0,1,0,0,0.5
10989,3,1,1,1,1,0,1,1,0,0.75
10990,1,0,1,0,1,0,1,0,0,0.375
10991,1,1,0,0,1,0,1,1,0,0.5
10992,1,0,1,1,1,0,1,1,0,0.625
10993,1,1,1,1,1,1,1,0,0,0.75
10994,3,0,1,0,1,0,1,1,0,0.5
10995,3,0,0,0,1,1,0,0,0,0.25
10996,2,1,1,0,1,0,1,1,0,0.625
10997,2,1,0,0,1,0,1,1,0,0.5
10998,3,0,1,0,1,0,1,1,0,0.5
10999,2,0,1,0,1,1,1,0,1,0.625
11000,2,1,1,0,1,0,1,1,0,0.625
11001,3,0,1,1,1,1,1,1,0,0.75
11002,3,0,1,0,1,1,1,1,0,0.625
11003,1,1,1,0,1,0,1,1,0,0.625
11004,3,0,1,1,1,1,1,0,1,0.75
11005,2,1,1,1,5,0,1,1,0,1.25
11006,2,1,1,0,1,1,1,0,0,0.625
11007,2,1,1,1,1,0,1,1,0,0.75
11008,2,1,0,1,1,1,1,0,1,0.75
11009,3,1,0,1,1,0,1,1,0,0.625
11010,2,0,1,1,1,0,0,1,0,0.5
11011,2,1,1,1,1,0,1,1,0,0.75
11012,3,1,1,0,1,0,1,1,0,0.625
11013,2,0,1,0,1,0,1,1,0,0.5
11014,1,1,0,0,1,0,1,0,0,0.375
11015,2,1,0,1,1,0,1,1,0,0.625
11016,2,1,1,0,1,1,1,1,0,0.75
11017,2,0,1,1,1,0,1,1,0,0.625
11018,3,0,1,0,1,1,1,1,0,0.625
11019,2,0,1,0,1,0,1,1,0,0.5
11020,2,1,1,0,1,0,1,1,0,0.625
11021,2,1,0,1,1,0,1,1,0,0.625
11022,2,1,1,1,1,0,1,1,0,0.75
11023,3,0,1,1,1,0,1,1,0,0.625
11024,2,0,0,1,1,0,1,0,0,0.375
11025,3,1,1,1,1,1,0,0,0,0.625
11026,3,1,1,1,1,0,1,1,0,0.75
11027,2,1,0,1,1,0,1,1,0,0.625
11028,3,1,1,0,1,0,1,1,0,0.625
11029,2,1,1,1,1,1,1,0,0,0.75
11030,3,1,1,1,1,0,1,0,1,0.75
11031,3,1,1,1,1,0,1,0,0,0.625
11032,3,1,0,1,1,0,0,1,0,0.5
11033,3,1,1,0,1,0,1,1,0,0.625
11034,2,1,1,1,1,0,0,1,0,0.625
11035,1,1,1,0,1,0,1,0,0,0.5
11036,1,1,0,0,1,1,1,1,0,0.625
11037,1,1,1,0,1,0,1,1,0,0.625
11038,1,1,1,0,1,0,1,1,0,0.625
11039,2,1,1,0,1,0,1,0,0,0.5
11040,3,1,1,1,1,1,1,0,1,0.875
11041,2,1,1,1,1,1,1,1,0,0.875
11042,2,1,1,1,1,1,1,1,1,1.0
11043,2,1,1,1,1,0,1,0,0,0.625
11044,2,1,1,0,1,0,1,1,0,0.625
11045,2,1,1,0,1,0,1,0,0,0.5
11046,2,1,1,0,1,0,0,0,0,0.375
11047,1,0,1,1,1,0,1,1,1,0.75
11048,2,1,1,1,1,0,1,1,1,0.875
11049,3,0,1,0,1,0,1,1,0,0.5
11050,2,0,0,1,1,0,1,0,0,0.375
11051,2,1,0,0,1,0,1,0,0,0.375
11052,3,1,1,0,1,0,1,1,0,0.625
11053,2,1,1,1,1,0,0,0,0,0.5
11054,1,0,1,0,1,0,1,1,0,0.5
11055,3,1,1,0,4,0,1,1,0,1.0
11056,2,1,1,0,1,0,1,0,0,0.5
11057,3,0,1,0,1,1,1,0,0,0.5
11058,3,0,1,1,1,1,1,1,0,0.75
11059,2,1,0,0,1,0,1,0,0,0.375
11060,2,0,1,1,1,1,1,1,1,0.875
11061,3,1,0,0,1,0,1,1,1,0.625
11062,3,0,1,1,1,1,1,1,1,0.875
11063,2,1,1,0,1,1,1,1,1,0.875
11064,3,0,1,0,6,0,1,1,0,1.125
11065,2,1,1,0,1,0,1,1,0,0.625
11066,3,1,1,1,1,0,1,1,0,0.75
11067,1,1,1,1,1,0,1,1,0,0.75
